Run		LEBT Current [nA]		LEBT Intensity [pps]		[enA]	Brho [Tm]				Beam Dump		F1 slit [mm]				F2 up slit [mm]				F2 down slit [mm]				F3 up slit [mm]				F3 down slit [mm]			
No.	Attenuator	Peak	Average	Peak	Average	Collimator	D1	D2	F2F3	d/R	L	R	xL	xR	yU	yD	xL	xR	yU	yD	xL	xR	yU	yD	xL	xR	yU	yD	xL	xR	yU	yD
348	-2	380	38	2.90E+11	2.90E+10		1.4977	0.4735	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
349	-2	380	38	2.90E+11	2.90E+10		1.4977	0.4735	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
350	-2	373	37	2.90E+11	2.90E+10		1.4977	0.4735	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
351	-2	368	37	2.80E+11	2.80E+10		1.4977	0.4735	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
352	-2	372.2	37.3	2.90E+11	2.90E+10		1.4977	0.4735	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
353				2.90E+11	2.90E+10																											
354	-2	374	37	2.90E+11	2.90E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
355	-2	370	37	2.90E+11	2.90E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
356	-2	370	37	2.90E+11	2.90E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
357	-2	378	37	2.90E+11	2.90E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
358	-2	367	36	2.80E+11	2.80E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
359	-2						1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
360	-2	370	37	2.90E+11	2.90E+10		1.528	1.505	1.4965	0.049	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
361	-2	366	36	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
362	-2	372	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
363																																
364	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
365	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
366	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
367	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
368	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
369	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
370	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
371	-2	398	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
372	-2	396	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
373	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
374	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
375	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
376	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
377	-2	393	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
378	-2	393	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
379	-2	393	39	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
380	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
381	-2	400	40	3.10E+11	3.10E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
382	-2	380	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
383	-2	400	40	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
384	-2	385	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
385	-2	391	39	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
386	-2	386	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
387	-2	376	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
388	-2	380	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
389	-2	372	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
390	-2	381	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
391	-2	378	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
392	-2	378	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
393	-2	380	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
394	-2	371	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
395	-2	370	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
396	-2	375	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
397	-2	369	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
398	-2	380	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
399	-2	381	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
400	-2	370	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
401	-2	370	37	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
402	-2	376	37	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
403	-2	360	36	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
404	-2	360	36	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
405	-2	3.7	0.37	2.90E+09	2.90E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
406	-2	3.7	0.37	2.90E+09	2.90E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
407	-2																															
408	-2																															
409	-2																															
410	-4	3.6	0.36	2.90E+09	2.90E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
411	-4	4.1	0.4	3.20E+09	3.20E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
412	-4	4.1	0.41	3.20E+09	3.20E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
413	-4	4.1	0.41	3.20E+09	3.20E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
414	-2																															
415	-4	4.1	0.41	3.20E+09	3.20E+08		1.3076	1.2777	1.2677	0.072	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
416	-4	4.1	0.41	3.20E+09	3.20E+08		1.3655	1.3359	1.326	0.069	210	210	change	change	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
417	-2	403	40	3.20E+11	3.20E+10		1.3393	1.308	1.2976	0.073	210	210	43	39	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
418	-4	4	0.403	3.20E+09	3.20E+08		1.3655	1.3359	1.326	0.069	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
419	-4	4.1	0.418	3.20E+09	3.20E+08		1.3655	1.3359	1.326	0.069	210	210	84	80	30	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
420	-2	400	40	3.10E+11	3.10E+10		1.3655	1.3359	1.326	0.069	210	210	84	80	20	30	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
421	-2	400	40	3.10E+11	3.10E+10		1.3655	1.3359	1.326	0.069	210	210	84	80	20	30	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
422	-2	408	40	3.20E+11	3.20E+10		1.3655	1.3359	1.326	0.069	210	210	84	80	20	30	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
423																																
424																																
425	-2						1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
426	-2	410	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
427	-2	410	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
428	-2	402	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
429	-2	409	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
430	-2	409	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
431	-2	411	41	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
432	-2	400	40	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
433	-2	424	42	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
434	-2	416	41	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
435	-2	424	42	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
436	-2	418	41	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
437	-2	416	41	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
438	-2	420	42	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
439	-2	420	42	3.30E+11	3.30E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
440	-2	411	41	3.20E+11	3.20E+10		1.4208	1.3912	1.3814	0.066	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
																																
																																
500																																
501																																
504																																
505	-2																															
506																																
507																																
																																
524	-5																															
525	-4																															
526	-2	372	37	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
527	-2	368	36	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
528	-2	370	37	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
529	-2	384	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
530	-2	380	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
531	-2	382	38	2.90E+11	2.90E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
532	-2	381	38	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
533	-2	376	37	3.00E+11	3.00E+10		1.4969	1.4728	1.4662	0.052	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
534	-4																															
535	-4																															
536	-2	372	37	3.00E+11	3.00E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
537	-2	377	37	2.90E+11	2.90E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
538	-2	373	37	2.90E+11	2.00E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
539	-2	370	37	2.90E+11	2.90E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
540	-2	367	37	2.90E+11	2.90E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
541																																
542	-2	370	37	2.90E+11	2.90E+10		1.4291	1.4045	1.3964	0.055	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
543	-4	3	0.383	2.90E+09	2.90E+08		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
544	-4						1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
545	-2						1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
546	-2	362	36	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
547	-2	372	37	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
548	-2	370	37	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
549	-2	371	37	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
550	-2	371	37	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
551	-2	370	37	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
552	-4						1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
553	-2						1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
554	-2	380	38	3.00E+11	3.00E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
555	-2	380	38	2.90E+11	2.90E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
556	-2	378	39	3.00E+11	3.00E+10		1.4092	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
557	-7						2.945	1.3876	1.3812	0.051	210	210	change	change	change	change	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
558	-7						2.945	1.3876	1.3812	0.051	210	210	0.5	0	25	50	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
559	-7	3.9pA	390fA	2.90E+06	2.90E+05		2.9483	1.3876	1.3812	0.051	210	210	0.5	0	25	50	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
560	-7	3.8pA	380fA	3.00E+06	3.00E+05		2.9483	1.3876	1.3812	0.051	210	210	0.5	0	45	50	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
561	-7	3.8pA	380fA	3.00E+06	3.00E+05																											
562	-7	3.8pA	380fA	3.00E+06	3.00E+05		2.9483	1.3876	1.3812	0.051	210	210	0.5	0.02	55	50	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
563	-7	3.9pA	392fA	3.00E+06	3.00E+05		2.9498	1.3876	1.3812	0.051	210	210	0.5	0.02	55	50	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
564	-7	3.8pA	380fA	3.00E+06	3.00E+05		2.9498	1.3876	1.3812	0.051	210	210	50	50	1	0.03	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
565																																
566																																
567	-7						2.9498	1.3876	1.3812	0.051	210	210	50	50	1	0.03	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
568	-2						1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
569	-2	372	37	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
570	-2	375	37	2.90E+11	2.90E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
571	-2	380	38	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
572	-2	385	38	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
573	-2	384	38	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
574	-2	375	37	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
575	-2	376	37	3.00E+11	3.00E+10		1.4048	1.3876	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
576	-2	373	37	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
577	-2	377	37	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
578	-2	370	37	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
579	-2	370	37	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
580																																
581																																
582	-2	372	37	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
583	-2	381	38	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
584	-2	384	38	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
585																																
586	-2	371	37	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
587	-2																															
588	-2	392	39	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
589	-2	376	37	3.00E+11	3.00E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
590	-2	383	38	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
591																																
592	-2	371	37	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
593	-2	370	37	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
594	-2	380	38	2.90E+11	2.90E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
595	-2	379	37	3.10E+11	3.10E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
596	-2	385	38	3.10E+11	3.10E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
597	-2	385	38	3.10E+11	3.10E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
598	-2	378	37	3.10E+11	3.10E+10		1.5065	1.4872	1.4812	0.041	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
599	-2	372	37	2.90E+11	2.90E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
600	-2	378	37	3.00E+11	3.00E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
601	-2	368	36	2.90E+11	2.90E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
602	-2	375	37	3.00E+11	3.00E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
603	-2	380	38	2.90E+11	2.90E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
604	-2	377	38	2.90E+11	2.90E+10		1.4073	1.3837	1.3812	0.051	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
605	-2	374	37	2.90E+11	2.90E+10		1.4636	1.4436	1.4371	0.045	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
606	-2	376	37	2.90E+11	2.90E+10		1.4636	1.4436	1.4371	0.045	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
607	-2	372	37	2.90E+11	2.90E+10		1.4636	1.4436	1.4371	0.045	210	210	190	190	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
608	-4	3.67	0.37	2.80E+09	2.80E+08		1.351	1.3264	1.3183	0.059	210	210	change	change	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
609	-2	370	37	2.90E+11	2.90E+10		1.351	1.3264	1.3183	0.059	210	210	change	change	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
610	-2	374	37	2.90E+11	2.90E+10		1.351	1.3264	1.3183	0.059	210	210	45	41	85	85	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
